Focos,Temperatura,Precipitação,Focos_m1,Temperatura_m1,Precipitação_m1,Focos_m2,Temperatura_m2,Precipitação_m2,Focos_m3,Temperatura_m3,Precipitação_m3,Focos_m4,Temperatura_m4,Precipitação_m4,Categoria
9.0,25.97904285714285,4.75,7.0,25.582985714285712,102.25,4.0,24.609514285714283,67.4375,11.0,26.594385714285718,18.5625,12.0,26.62467142857143,12.5625,5
12.0,27.34707142857143,83625,9.0,25.97904285714285,4.75,7.0,25.582985714285712,102.25,4.0,24.609514285714283,67.4375,11.0,26.594385714285718,18.5625,6
18.0,27.43237142857143,7125,12.0,27.34707142857143,83625,9.0,25.97904285714285,4.75,7.0,25.582985714285712,102.25,4.0,24.609514285714283,67.4375,6
3.0,27.03752857142857,6125,18.0,27.43237142857143,7125,12.0,27.34707142857143,83625,9.0,25.97904285714285,4.75,7.0,25.582985714285712,102.25,3
17.0,25.9321,101.0625,3.0,27.03752857142857,6125,18.0,27.43237142857143,7125,12.0,27.34707142857143,83625,9.0,25.97904285714285,4.75,6
18.0,24.202771428571427,15.0625,17.0,25.9321,101.0625,3.0,27.03752857142857,6125,18.0,27.43237142857143,7125,12.0,27.34707142857143,83625,6
12.0,22.76377142857143,56.0625,18.0,24.202771428571427,15.0625,17.0,25.9321,101.0625,3.0,27.03752857142857,6125,18.0,27.43237142857143,7125,6
17.0,22.561585714285712,39625,12.0,22.76377142857143,56.0625,18.0,24.202771428571427,15.0625,17.0,25.9321,101.0625,3.0,27.03752857142857,6125,6
7.0,22.86858571428572,73.9375,17.0,22.561585714285712,39625,12.0,22.76377142857143,56.0625,18.0,24.202771428571427,15.0625,17.0,25.9321,101.0625,4
8.0,23.27264285714286,13.5,7.0,22.86858571428572,73.9375,17.0,22.561585714285712,39625,12.0,22.76377142857143,56.0625,18.0,24.202771428571427,15.0625,5
17.0,21.647257142857143,24.0,8.0,23.27264285714286,13.5,7.0,22.86858571428572,73.9375,17.0,22.561585714285712,39625,12.0,22.76377142857143,56.0625,6
24.0,19.5649,17875,17.0,21.647257142857143,24.0,8.0,23.27264285714286,13.5,7.0,22.86858571428572,73.9375,17.0,22.561585714285712,39625,7
5.0,20.703985714285714,4.25,24.0,19.5649,17875,17.0,21.647257142857143,24.0,8.0,23.27264285714286,13.5,7.0,22.86858571428572,73.9375,4
9.0,21.07791428571429,5125,5.0,20.703985714285714,4.25,24.0,19.5649,17875,17.0,21.647257142857143,24.0,8.0,23.27264285714286,13.5,5
4.0,19.946428571428573,62625,9.0,21.07791428571429,5125,5.0,20.703985714285714,4.25,24.0,19.5649,17875,17.0,21.647257142857143,24.0,3
7.0,20.701114285714286,63.0,4.0,19.946428571428573,62625,9.0,21.07791428571429,5125,5.0,20.703985714285714,4.25,24.0,19.5649,17875,4
5.0,18.9125,160375,7.0,20.701114285714286,63.0,4.0,19.946428571428573,62625,9.0,21.07791428571429,5125,5.0,20.703985714285714,4.25,4
11.0,18.57602857142857,94.25,5.0,18.9125,160375,7.0,20.701114285714286,63.0,4.0,19.946428571428573,62625,9.0,21.07791428571429,5125,5
9.0,17.518785714285716,0.0,11.0,18.57602857142857,94.25,5.0,18.9125,160375,7.0,20.701114285714286,63.0,4.0,19.946428571428573,62625,5
10.0,18.055914285714287,8.75,9.0,17.518785714285716,0.0,11.0,18.57602857142857,94.25,5.0,18.9125,160375,7.0,20.701114285714286,63.0,5
14.0,19.5502,125,10.0,18.055914285714287,8.75,9.0,17.518785714285716,0.0,11.0,18.57602857142857,94.25,5.0,18.9125,160375,6
8.0,17.4012,3.5,14.0,19.5502,125,10.0,18.055914285714287,8.75,9.0,17.518785714285716,0.0,11.0,18.57602857142857,94.25,5
2.0,19.75781428571429,125,8.0,17.4012,3.5,14.0,19.5502,125,10.0,18.055914285714287,8.75,9.0,17.518785714285716,0.0,2
8.0,14.648392857142856,5.75,2.0,19.75781428571429,125,8.0,17.4012,3.5,14.0,19.5502,125,10.0,18.055914285714287,8.75,5
7.0,18.81442857142857,0.0,8.0,14.648392857142856,5.75,2.0,19.75781428571429,125,8.0,17.4012,3.5,14.0,19.5502,125,4
10.0,19.10602857142857,45.75,7.0,18.81442857142857,0.0,8.0,14.648392857142856,5.75,2.0,19.75781428571429,125,8.0,17.4012,3.5,5
7.0,18.320457142857144,18625,10.0,19.10602857142857,45.75,7.0,18.81442857142857,0.0,8.0,14.648392857142856,5.75,2.0,19.75781428571429,125,4
12.0,18.754985714285716,22.0,7.0,18.320457142857144,18625,10.0,19.10602857142857,45.75,7.0,18.81442857142857,0.0,8.0,14.648392857142856,5.75,6
2.0,18.106571428571428,28.6875,12.0,18.754985714285716,22.0,7.0,18.320457142857144,18625,10.0,19.10602857142857,45.75,7.0,18.81442857142857,0.0,2
6.0,20.098385714285712,0.0,2.0,18.106571428571428,28.6875,12.0,18.754985714285716,22.0,7.0,18.320457142857144,18625,10.0,19.10602857142857,45.75,4
12.0,20.982642857142856,0.0,6.0,20.098385714285712,0.0,2.0,18.106571428571428,28.6875,12.0,18.754985714285716,22.0,7.0,18.320457142857144,18625,6
6.0,21.91907142857143,0.25,12.0,20.982642857142856,0.0,6.0,20.098385714285712,0.0,2.0,18.106571428571428,28.6875,12.0,18.754985714285716,22.0,4
14.0,21.63095714285714,0.0,6.0,21.91907142857143,0.25,12.0,20.982642857142856,0.0,6.0,20.098385714285712,0.0,2.0,18.106571428571428,28.6875,6
8.0,20.390142857142852,101.25,14.0,21.63095714285714,0.0,6.0,21.91907142857143,0.25,12.0,20.982642857142856,0.0,6.0,20.098385714285712,0.0,5
7.0,21.140828571428568,51.75,8.0,20.390142857142852,101.25,14.0,21.63095714285714,0.0,6.0,21.91907142857143,0.25,12.0,20.982642857142856,0.0,4
6.0,21.576557142857144,37875,7.0,21.140828571428568,51.75,8.0,20.390142857142852,101.25,14.0,21.63095714285714,0.0,6.0,21.91907142857143,0.25,4
1.0,21.88668571428571,1.0,6.0,21.576557142857144,37875,7.0,21.140828571428568,51.75,8.0,20.390142857142852,101.25,14.0,21.63095714285714,0.0,1
6.0,21.339114285714285,33.5,1.0,21.88668571428571,1.0,6.0,21.576557142857144,37875,7.0,21.140828571428568,51.75,8.0,20.390142857142852,101.25,4
11.0,21.450614285714288,0.0,6.0,21.339114285714285,33.5,1.0,21.88668571428571,1.0,6.0,21.576557142857144,37875,7.0,21.140828571428568,51.75,5
9.0,21.62412857142857,62625,11.0,21.450614285714288,0.0,6.0,21.339114285714285,33.5,1.0,21.88668571428571,1.0,6.0,21.576557142857144,37875,5
11.0,22.20785714285714,44.0,9.0,21.62412857142857,62625,11.0,21.450614285714288,0.0,6.0,21.339114285714285,33.5,1.0,21.88668571428571,1.0,5
11.0,22.12954285714286,5.8125,11.0,22.20785714285714,44.0,9.0,21.62412857142857,62625,11.0,21.450614285714288,0.0,6.0,21.339114285714285,33.5,5
12.0,22.845242857142857,22.75,11.0,22.12954285714286,5.8125,11.0,22.20785714285714,44.0,9.0,21.62412857142857,62625,11.0,21.450614285714288,0.0,6
18.0,23.63105714285714,51.9375,12.0,22.845242857142857,22.75,11.0,22.12954285714286,5.8125,11.0,22.20785714285714,44.0,9.0,21.62412857142857,62625,6
9.0,24.199585714285718,1.0,18.0,23.63105714285714,51.9375,12.0,22.845242857142857,22.75,11.0,22.12954285714286,5.8125,11.0,22.20785714285714,44.0,5
1.0,24.23207142857143,51.4375,9.0,24.199585714285718,1.0,18.0,23.63105714285714,51.9375,12.0,22.845242857142857,22.75,11.0,22.12954285714286,5.8125,1
6.0,23.305857142857143,59.4375,1.0,24.23207142857143,51.4375,9.0,24.199585714285718,1.0,18.0,23.63105714285714,51.9375,12.0,22.845242857142857,22.75,4
13.0,25.319157142857144,25.0625,6.0,23.305857142857143,59.4375,1.0,24.23207142857143,51.4375,9.0,24.199585714285718,1.0,18.0,23.63105714285714,51.9375,6
0.0,23343,208.1875,13.0,25.319157142857144,25.0625,6.0,23.305857142857143,59.4375,1.0,24.23207142857143,51.4375,9.0,24.199585714285718,1.0,1
29.0,26.201042857142856,33.25,0.0,23343,208.1875,13.0,25.319157142857144,25.0625,6.0,23.305857142857143,59.4375,1.0,24.23207142857143,51.4375,7
27.0,24.5018,121.4375,29.0,26.201042857142856,33.25,0.0,23343,208.1875,13.0,25.319157142857144,25.0625,6.0,23.305857142857143,59.4375,7
23.0,24.407342857142854,6875,27.0,24.5018,121.4375,29.0,26.201042857142856,33.25,0.0,23343,208.1875,13.0,25.319157142857144,25.0625,7
10.0,25.19825714285714,5.3125,23.0,24.407342857142854,6875,27.0,24.5018,121.4375,29.0,26.201042857142856,33.25,0.0,23343,208.1875,5
4.0,23.5736,66.3125,10.0,25.19825714285714,5.3125,23.0,24.407342857142854,6875,27.0,24.5018,121.4375,29.0,26.201042857142856,33.25,3
11.0,24.61744285714286,38.5,4.0,23.5736,66.3125,10.0,25.19825714285714,5.3125,23.0,24.407342857142854,6875,27.0,24.5018,121.4375,5
10.0,25.165457142857143,20.5625,11.0,24.61744285714286,38.5,4.0,23.5736,66.3125,10.0,25.19825714285714,5.3125,23.0,24.407342857142854,6875,5
10.0,24.40932857142857,27375,10.0,25.165457142857143,20.5625,11.0,24.61744285714286,38.5,4.0,23.5736,66.3125,10.0,25.19825714285714,5.3125,5
4.0,25.1621,15.5625,10.0,24.40932857142857,27375,10.0,25.165457142857143,20.5625,11.0,24.61744285714286,38.5,4.0,23.5736,66.3125,3
2.0,24.70798571428572,15.8125,4.0,25.1621,15.5625,10.0,24.40932857142857,27375,10.0,25.165457142857143,20.5625,11.0,24.61744285714286,38.5,2
9.0,23.73671428571429,109.3125,2.0,24.70798571428572,15.8125,4.0,25.1621,15.5625,10.0,24.40932857142857,27375,10.0,25.165457142857143,20.5625,5
19.0,23.59301428571429,64625,9.0,23.73671428571429,109.3125,2.0,24.70798571428572,15.8125,4.0,25.1621,15.5625,10.0,24.40932857142857,27375,7
14.0,24.608942857142857,3.4375,19.0,23.59301428571429,64625,9.0,23.73671428571429,109.3125,2.0,24.70798571428572,15.8125,4.0,25.1621,15.5625,6
37.0,22.545114285714284,39.1875,14.0,24.608942857142857,3.4375,19.0,23.59301428571429,64625,9.0,23.73671428571429,109.3125,2.0,24.70798571428572,15.8125,7
19.0,24.30337142857143,125,37.0,22.545114285714284,39.1875,14.0,24.608942857142857,3.4375,19.0,23.59301428571429,64625,9.0,23.73671428571429,109.3125,7
19.0,23.861914285714285,9.75,19.0,24.30337142857143,125,37.0,22.545114285714284,39.1875,14.0,24.608942857142857,3.4375,19.0,23.59301428571429,64625,7
5.0,22.0621,10.75,19.0,23.861914285714285,9.75,19.0,24.30337142857143,125,37.0,22.545114285714284,39.1875,14.0,24.608942857142857,3.4375,4
20.0,20.56332857142857,27.75,5.0,22.0621,10.75,19.0,23.861914285714285,9.75,19.0,24.30337142857143,125,37.0,22.545114285714284,39.1875,7
19.0,16.83674285714286,4125,20.0,20.56332857142857,27.75,5.0,22.0621,10.75,19.0,23.861914285714285,9.75,19.0,24.30337142857143,125,7
9.0,20.49395714285714,5.75,19.0,16.83674285714286,4125,20.0,20.56332857142857,27.75,5.0,22.0621,10.75,19.0,23.861914285714285,9.75,5
15.0,15.897628571428571,16875,9.0,20.49395714285714,5.75,19.0,16.83674285714286,4125,20.0,20.56332857142857,27.75,5.0,22.0621,10.75,6
3.0,16.805457142857144,35375,15.0,15.897628571428571,16875,9.0,20.49395714285714,5.75,19.0,16.83674285714286,4125,20.0,20.56332857142857,27.75,3
12.0,17.259885714285712,0.0,3.0,16.805457142857144,35375,15.0,15.897628571428571,16875,9.0,20.49395714285714,5.75,19.0,16.83674285714286,4125,6
15.0,17.9241,13375,12.0,17.259885714285712,0.0,3.0,16.805457142857144,35375,15.0,15.897628571428571,16875,9.0,20.49395714285714,5.75,6
14.0,16.753042857142855,36875,15.0,17.9241,13375,12.0,17.259885714285712,0.0,3.0,16.805457142857144,35375,15.0,15.897628571428571,16875,6
6.0,15.852214285714284,0.0,14.0,16.753042857142855,36875,15.0,17.9241,13375,12.0,17.259885714285712,0.0,3.0,16.805457142857144,35375,4
7.0,18.954471428571427,12.6875,6.0,15.852214285714284,0.0,14.0,16.753042857142855,36875,15.0,17.9241,13375,12.0,17.259885714285712,0.0,4
9.0,17.071671428571427,59.25,7.0,18.954471428571427,12.6875,6.0,15.852214285714284,0.0,14.0,16.753042857142855,36875,15.0,17.9241,13375,5
15.0,16.075385714285716,12375,9.0,17.071671428571427,59.25,7.0,18.954471428571427,12.6875,6.0,15.852214285714284,0.0,14.0,16.753042857142855,36875,6
8.0,15.618428571428572,6.25,15.0,16.075385714285716,12375,9.0,17.071671428571427,59.25,7.0,18.954471428571427,12.6875,6.0,15.852214285714284,0.0,5
7.0,17.240985714285717,0.0,8.0,15.618428571428572,6.25,15.0,16.075385714285716,12375,9.0,17.071671428571427,59.25,7.0,18.954471428571427,12.6875,4
2.0,16.445485714285713,51.25,7.0,17.240985714285717,0.0,8.0,15.618428571428572,6.25,15.0,16.075385714285716,12375,9.0,17.071671428571427,59.25,2
6.0,17.134885714285712,19.75,2.0,16.445485714285713,51.25,7.0,17.240985714285717,0.0,8.0,15.618428571428572,6.25,15.0,16.075385714285716,12375,4
22.0,18.10182857142857,87.75,6.0,17.134885714285712,19.75,2.0,16.445485714285713,51.25,7.0,17.240985714285717,0.0,8.0,15.618428571428572,6.25,7
3.0,18.174314285714285,57.25,22.0,18.10182857142857,87.75,6.0,17.134885714285712,19.75,2.0,16.445485714285713,51.25,7.0,17.240985714285717,0.0,3
4.0,20.778757142857145,28375,3.0,18.174314285714285,57.25,22.0,18.10182857142857,87.75,6.0,17.134885714285712,19.75,2.0,16.445485714285713,51.25,3
0.0,22.641871428571427,5.75,4.0,20.778757142857145,28375,3.0,18.174314285714285,57.25,22.0,18.10182857142857,87.75,6.0,17.134885714285712,19.75,1
21.0,20.60327142857143,8.5,0.0,22.641871428571427,5.75,4.0,20.778757142857145,28375,3.0,18.174314285714285,57.25,22.0,18.10182857142857,87.75,7
3.0,21.1835,5.0,21.0,20.60327142857143,8.5,0.0,22.641871428571427,5.75,4.0,20.778757142857145,28375,3.0,18.174314285714285,57.25,3
0.0,21.11284285714285,15.0,3.0,21.1835,5.0,21.0,20.60327142857143,8.5,0.0,22.641871428571427,5.75,4.0,20.778757142857145,28375,1
2.0,20.784942857142852,61.6875,0.0,21.11284285714285,15.0,3.0,21.1835,5.0,21.0,20.60327142857143,8.5,0.0,22.641871428571427,5.75,2
8.0,21.07615714285714,29.0,2.0,20.784942857142852,61.6875,0.0,21.11284285714285,15.0,3.0,21.1835,5.0,21.0,20.60327142857143,8.5,5
13.0,22.12014285714286,34.1875,8.0,21.07615714285714,29.0,2.0,20.784942857142852,61.6875,0.0,21.11284285714285,15.0,3.0,21.1835,5.0,6
1.0,25.234728571428573,6625,13.0,22.12014285714286,34.1875,8.0,21.07615714285714,29.0,2.0,20.784942857142852,61.6875,0.0,21.11284285714285,15.0,1
3.0,22.849642857142857,20.5,1.0,25.234728571428573,6625,13.0,22.12014285714286,34.1875,8.0,21.07615714285714,29.0,2.0,20.784942857142852,61.6875,3
6.0,22.9811,44.0625,3.0,22.849642857142857,20.5,1.0,25.234728571428573,6625,13.0,22.12014285714286,34.1875,8.0,21.07615714285714,29.0,4
11.0,21.585571428571427,8875,6.0,22.9811,44.0625,3.0,22.849642857142857,20.5,1.0,25.234728571428573,6625,13.0,22.12014285714286,34.1875,5
4.0,25.77872857142857,18.75,11.0,21.585571428571427,8875,6.0,22.9811,44.0625,3.0,22.849642857142857,20.5,1.0,25.234728571428573,6625,3
10.0,26.4731,69125,4.0,25.77872857142857,18.75,11.0,21.585571428571427,8875,6.0,22.9811,44.0625,3.0,22.849642857142857,20.5,5
8.0,24.670242857142856,36.0625,10.0,26.4731,69125,4.0,25.77872857142857,18.75,11.0,21.585571428571427,8875,6.0,22.9811,44.0625,5
45.0,27.21764285714286,12.5625,8.0,24.670242857142856,36.0625,10.0,26.4731,69125,4.0,25.77872857142857,18.75,11.0,21.585571428571427,8875,8
3.0,27.68365714285714,8.5,45.0,27.21764285714286,12.5625,8.0,24.670242857142856,36.0625,10.0,26.4731,69125,4.0,25.77872857142857,18.75,3
45.0,27.397085714285712,67.5,3.0,27.68365714285714,8.5,45.0,27.21764285714286,12.5625,8.0,24.670242857142856,36.0625,10.0,26.4731,69125,8
66.0,26.573542857142854,139875,45.0,27.397085714285712,67.5,3.0,27.68365714285714,8.5,45.0,27.21764285714286,12.5625,8.0,24.670242857142856,36.0625,8
47.0,28.415714285714284,38375,66.0,26.573542857142854,139875,45.0,27.397085714285712,67.5,3.0,27.68365714285714,8.5,45.0,27.21764285714286,12.5625,8
20.0,24.826871428571422,23375,47.0,28.415714285714284,38375,66.0,26.573542857142854,139875,45.0,27.397085714285712,67.5,3.0,27.68365714285714,8.5,7
57.0,24.709385714285716,14.25,20.0,24.826871428571422,23375,47.0,28.415714285714284,38375,66.0,26.573542857142854,139875,45.0,27.397085714285712,67.5,8
104.0,25.431971428571423,160875,57.0,24.709385714285716,14.25,20.0,24.826871428571422,23375,47.0,28.415714285714284,38375,66.0,26.573542857142854,139875,9
55.0,24.86435714285714,40.5,104.0,25.431971428571423,160875,57.0,24.709385714285716,14.25,20.0,24.826871428571422,23375,47.0,28.415714285714284,38375,8
20.0,27.2417,12375,55.0,24.86435714285714,40.5,104.0,25.431971428571423,160875,57.0,24.709385714285716,14.25,20.0,24.826871428571422,23375,7
24.0,24.448642857142858,27.9375,20.0,27.2417,12375,55.0,24.86435714285714,40.5,104.0,25.431971428571423,160875,57.0,24.709385714285716,14.25,7
41.0,23.862285714285715,11.0,24.0,24.448642857142858,27.9375,20.0,27.2417,12375,55.0,24.86435714285714,40.5,104.0,25.431971428571423,160875,7
35.0,23.639000000000003,16125,41.0,23.862285714285715,11.0,24.0,24.448642857142858,27.9375,20.0,27.2417,12375,55.0,24.86435714285714,40.5,7
38.0,24.828957142857146,0.25,35.0,23.639000000000003,16125,41.0,23.862285714285715,11.0,24.0,24.448642857142858,27.9375,20.0,27.2417,12375,7
15.0,22.6769,43.6875,38.0,24.828957142857146,0.25,35.0,23.639000000000003,16125,41.0,23.862285714285715,11.0,24.0,24.448642857142858,27.9375,6
22.0,24.135042857142857,18.0,15.0,22.6769,43.6875,38.0,24.828957142857146,0.25,35.0,23.639000000000003,16125,41.0,23.862285714285715,11.0,7
44.0,23.432514285714287,5.5625,22.0,24.135042857142857,18.0,15.0,22.6769,43.6875,38.0,24.828957142857146,0.25,35.0,23.639000000000003,16125,7
38.0,23.146742857142858,3.3125,44.0,23.432514285714287,5.5625,22.0,24.135042857142857,18.0,15.0,22.6769,43.6875,38.0,24.828957142857146,0.25,7
27.0,23.22787142857143,2875,38.0,23.146742857142858,3.3125,44.0,23.432514285714287,5.5625,22.0,24.135042857142857,18.0,15.0,22.6769,43.6875,7
44.0,20.75468571428572,41125,27.0,23.22787142857143,2875,38.0,23.146742857142858,3.3125,44.0,23.432514285714287,5.5625,22.0,24.135042857142857,18.0,7
35.0,20.63192857142857,36125,44.0,20.75468571428572,41125,27.0,23.22787142857143,2875,38.0,23.146742857142858,3.3125,44.0,23.432514285714287,5.5625,7
19.0,20.030357142857145,74.5,35.0,20.63192857142857,36125,44.0,20.75468571428572,41125,27.0,23.22787142857143,2875,38.0,23.146742857142858,3.3125,7
36.0,19.06447142857143,32875,19.0,20.030357142857145,74.5,35.0,20.63192857142857,36125,44.0,20.75468571428572,41125,27.0,23.22787142857143,2875,7
17.0,21.63384285714286,0.0,36.0,19.06447142857143,32875,19.0,20.030357142857145,74.5,35.0,20.63192857142857,36125,44.0,20.75468571428572,41125,6
19.0,20.48562857142857,0.0,17.0,21.63384285714286,0.0,36.0,19.06447142857143,32875,19.0,20.030357142857145,74.5,35.0,20.63192857142857,36125,7
23.0,19.7685,11125,19.0,20.48562857142857,0.0,17.0,21.63384285714286,0.0,36.0,19.06447142857143,32875,19.0,20.030357142857145,74.5,7
36.0,15.999685714285716,17.5625,23.0,19.7685,11125,19.0,20.48562857142857,0.0,17.0,21.63384285714286,0.0,36.0,19.06447142857143,32875,7
4.0,16.49835714285714,0.0,36.0,15.999685714285716,17.5625,23.0,19.7685,11125,19.0,20.48562857142857,0.0,17.0,21.63384285714286,0.0,3
7.0,16.89634285714286,17875,4.0,16.49835714285714,0.0,36.0,15.999685714285716,17.5625,23.0,19.7685,11125,19.0,20.48562857142857,0.0,4
13.0,19.617485714285717,4375,7.0,16.89634285714286,17875,4.0,16.49835714285714,0.0,36.0,15.999685714285716,17.5625,23.0,19.7685,11125,6
22.0,17.2301,3875,13.0,19.617485714285717,4375,7.0,16.89634285714286,17875,4.0,16.49835714285714,0.0,36.0,15.999685714285716,17.5625,7
19.0,18.570271428571427,125,22.0,17.2301,3875,13.0,19.617485714285717,4375,7.0,16.89634285714286,17875,4.0,16.49835714285714,0.0,7
22.0,17353,1.5,19.0,18.570271428571427,125,22.0,17.2301,3875,13.0,19.617485714285717,4375,7.0,16.89634285714286,17875,7
10.0,16.0138,3.75,22.0,17353,1.5,19.0,18.570271428571427,125,22.0,17.2301,3875,13.0,19.617485714285717,4375,5
15.0,19.130157142857144,1.5,10.0,16.0138,3.75,22.0,17353,1.5,19.0,18.570271428571427,125,22.0,17.2301,3875,6
29.0,16.286771428571427,19125,15.0,19.130157142857144,1.5,10.0,16.0138,3.75,22.0,17353,1.5,19.0,18.570271428571427,125,7
9.0,19.714142857142857,0.75,29.0,16.286771428571427,19125,15.0,19.130157142857144,1.5,10.0,16.0138,3.75,22.0,17353,1.5,5
6.0,19.65892857142857,33.25,9.0,19.714142857142857,0.75,29.0,16.286771428571427,19125,15.0,19.130157142857144,1.5,10.0,16.0138,3.75,4
5.0,18.766057142857143,0.0,6.0,19.65892857142857,33.25,9.0,19.714142857142857,0.75,29.0,16.286771428571427,19125,15.0,19.130157142857144,1.5,4
19.0,21.375157142857145,3.5,5.0,18.766057142857143,0.0,6.0,19.65892857142857,33.25,9.0,19.714142857142857,0.75,29.0,16.286771428571427,19125,7
20.0,21.515385714285717,9.9375,19.0,21.375157142857145,3.5,5.0,18.766057142857143,0.0,6.0,19.65892857142857,33.25,9.0,19.714142857142857,0.75,7
1.0,21.435285714285715,34625,20.0,21.515385714285717,9.9375,19.0,21.375157142857145,3.5,5.0,18.766057142857143,0.0,6.0,19.65892857142857,33.25,1
12.0,20.94112857142857,14125,1.0,21.435285714285715,34625,20.0,21.515385714285717,9.9375,19.0,21.375157142857145,3.5,5.0,18.766057142857143,0.0,6
27.0,23.85404285714285,35.5625,12.0,20.94112857142857,14125,1.0,21.435285714285715,34625,20.0,21.515385714285717,9.9375,19.0,21.375157142857145,3.5,7
27.0,22.876942857142858,29.25,27.0,23.85404285714285,35.5625,12.0,20.94112857142857,14125,1.0,21.435285714285715,34625,20.0,21.515385714285717,9.9375,7
6.0,22.383728571428573,39.1875,27.0,22.876942857142858,29.25,27.0,23.85404285714285,35.5625,12.0,20.94112857142857,14125,1.0,21.435285714285715,34625,4
10.0,24.211671428571428,0.25,6.0,22.383728571428573,39.1875,27.0,22.876942857142858,29.25,27.0,23.85404285714285,35.5625,12.0,20.94112857142857,14125,5
6.0,22.43321428571429,10.6875,10.0,24.211671428571428,0.25,6.0,22.383728571428573,39.1875,27.0,22.876942857142858,29.25,27.0,23.85404285714285,35.5625,4
36.0,22.555642857142857,35.0,6.0,22.43321428571429,10.6875,10.0,24.211671428571428,0.25,6.0,22.383728571428573,39.1875,27.0,22.876942857142858,29.25,7
15.0,24333,21.75,36.0,22.555642857142857,35.0,6.0,22.43321428571429,10.6875,10.0,24.211671428571428,0.25,6.0,22.383728571428573,39.1875,6
16.0,23.81167142857143,39.25,15.0,24333,21.75,36.0,22.555642857142857,35.0,6.0,22.43321428571429,10.6875,10.0,24.211671428571428,0.25,6
4.0,25.66491428571429,6.0,16.0,23.81167142857143,39.25,15.0,24333,21.75,36.0,22.555642857142857,35.0,6.0,22.43321428571429,10.6875,3
11.0,26.061371428571427,18.0,4.0,25.66491428571429,6.0,16.0,23.81167142857143,39.25,15.0,24333,21.75,36.0,22.555642857142857,35.0,5
26.0,26.775185714285715,53.9375,11.0,26.061371428571427,18.0,4.0,25.66491428571429,6.0,16.0,23.81167142857143,39.25,15.0,24333,21.75,7
53.0,25.151642857142857,1625,26.0,26.775185714285715,53.9375,11.0,26.061371428571427,18.0,4.0,25.66491428571429,6.0,16.0,23.81167142857143,39.25,8
15.0,24.0054,39.1875,53.0,25.151642857142857,1625,26.0,26.775185714285715,53.9375,11.0,26.061371428571427,18.0,4.0,25.66491428571429,6.0,6
54.0,25.641428571428573,16.5625,15.0,24.0054,39.1875,53.0,25.151642857142857,1625,26.0,26.775185714285715,53.9375,11.0,26.061371428571427,18.0,8
32.0,25.125857142857143,141.75,54.0,25.641428571428573,16.5625,15.0,24.0054,39.1875,53.0,25.151642857142857,1625,26.0,26.775185714285715,53.9375,7
