Focos,Temperatura,Precipitação,Focos_m1,Temperatura_m1,Precipitação_m1,Focos_m2,Temperatura_m2,Precipitação_m2,Focos_m3,Temperatura_m3,Precipitação_m3,Focos_m4,Temperatura_m4,Precipitação_m4,Categoria
67.0,24.1938,9375,32.0,25.125857142857143,141.75,54.0,25.641428571428573,16.5625,15.0,24.0054,39.1875,53.0,25.151642857142857,1625,8
44.0,25.963014285714284,2.4375,67.0,24.1938,9375,32.0,25.125857142857143,141.75,54.0,25.641428571428573,16.5625,15.0,24.0054,39.1875,7
13.0,23.441842857142856,29.25,44.0,25.963014285714284,2.4375,67.0,24.1938,9375,32.0,25.125857142857143,141.75,54.0,25.641428571428573,16.5625,6
53.0,22.724985714285715,22125,13.0,23.441842857142856,29.25,44.0,25.963014285714284,2.4375,67.0,24.1938,9375,32.0,25.125857142857143,141.75,8
73.0,25.367128571428573,625,53.0,22.724985714285715,22125,13.0,23.441842857142856,29.25,44.0,25.963014285714284,2.4375,67.0,24.1938,9375,9
17.0,25.1183,7.5625,73.0,25.367128571428573,625,53.0,22.724985714285715,22125,13.0,23.441842857142856,29.25,44.0,25.963014285714284,2.4375,6
1.0,23.606242857142856,7125,17.0,25.1183,7.5625,73.0,25.367128571428573,625,53.0,22.724985714285715,22125,13.0,23.441842857142856,29.25,1
13.0,24.677785714285715,875,1.0,23.606242857142856,7125,17.0,25.1183,7.5625,73.0,25.367128571428573,625,53.0,22.724985714285715,22125,6
56.0,20.56725714285714,8875,13.0,24.677785714285715,875,1.0,23.606242857142856,7125,17.0,25.1183,7.5625,73.0,25.367128571428573,625,8
87.0,20.14195714285714,1.8125,56.0,20.56725714285714,8875,13.0,24.677785714285715,875,1.0,23.606242857142856,7125,17.0,25.1183,7.5625,9
47.0,22.292485714285714,125,87.0,20.14195714285714,1.8125,56.0,20.56725714285714,8875,13.0,24.677785714285715,875,1.0,23.606242857142856,7125,8
33.0,22.793957142857145,5625,47.0,22.292485714285714,125,87.0,20.14195714285714,1.8125,56.0,20.56725714285714,8875,13.0,24.677785714285715,875,7
36.0,18.79907142857143,2.5,33.0,22.793957142857145,5625,47.0,22.292485714285714,125,87.0,20.14195714285714,1.8125,56.0,20.56725714285714,8875,7
61.0,20.02864285714286,4625,36.0,18.79907142857143,2.5,33.0,22.793957142857145,5625,47.0,22.292485714285714,125,87.0,20.14195714285714,1.8125,8
72.0,20.249528571428574,2.75,61.0,20.02864285714286,4625,36.0,18.79907142857143,2.5,33.0,22.793957142857145,5625,47.0,22.292485714285714,125,9
71.0,17.17695714285714,0.5,72.0,20.249528571428574,2.75,61.0,20.02864285714286,4625,36.0,18.79907142857143,2.5,33.0,22.793957142857145,5625,9
19.0,18.0488,74.3125,71.0,17.17695714285714,0.5,72.0,20.249528571428574,2.75,61.0,20.02864285714286,4625,36.0,18.79907142857143,2.5,7
46.0,19.854642857142856,21.9375,19.0,18.0488,74.3125,71.0,17.17695714285714,0.5,72.0,20.249528571428574,2.75,61.0,20.02864285714286,4625,8
81.0,19.410457142857144,7.0625,46.0,19.854642857142856,21.9375,19.0,18.0488,74.3125,71.0,17.17695714285714,0.5,72.0,20.249528571428574,2.75,9
92.0,20.07102857142857,9.0625,81.0,19.410457142857144,7.0625,46.0,19.854642857142856,21.9375,19.0,18.0488,74.3125,71.0,17.17695714285714,0.5,9
46.0,14.860557142857145,23.5625,92.0,20.07102857142857,9.0625,81.0,19.410457142857144,7.0625,46.0,19.854642857142856,21.9375,19.0,18.0488,74.3125,8
37.0,16.584314285714285,31125,46.0,14.860557142857145,23.5625,92.0,20.07102857142857,9.0625,81.0,19.410457142857144,7.0625,46.0,19.854642857142856,21.9375,7
107.0,15.619985714285717,51.4375,37.0,16.584314285714285,31125,46.0,14.860557142857145,23.5625,92.0,20.07102857142857,9.0625,81.0,19.410457142857144,7.0625,9
85.0,20.064242857142855,0.1875,107.0,15.619985714285717,51.4375,37.0,16.584314285714285,31125,46.0,14.860557142857145,23.5625,92.0,20.07102857142857,9.0625,9
75.0,15.484985714285711,13.0,85.0,20.064242857142855,0.1875,107.0,15.619985714285717,51.4375,37.0,16.584314285714285,31125,46.0,14.860557142857145,23.5625,9
67.0,18.672742857142858,375,75.0,15.484985714285711,13.0,85.0,20.064242857142855,0.1875,107.0,15.619985714285717,51.4375,37.0,16.584314285714285,31125,8
75.0,17.986271428571428,79125,67.0,18.672742857142858,375,75.0,15.484985714285711,13.0,85.0,20.064242857142855,0.1875,107.0,15.619985714285717,51.4375,9
63.0,15.600014285714284,26.0,75.0,17.986271428571428,79125,67.0,18.672742857142858,375,75.0,15.484985714285711,13.0,85.0,20.064242857142855,0.1875,8
59.0,17.5894,0.25,63.0,15.600014285714284,26.0,75.0,17.986271428571428,79125,67.0,18.672742857142858,375,75.0,15.484985714285711,13.0,8
35.0,18.1578,9.5625,59.0,17.5894,0.25,63.0,15.600014285714284,26.0,75.0,17.986271428571428,79125,67.0,18.672742857142858,375,7
116.0,19.624571428571425,78.1875,35.0,18.1578,9.5625,59.0,17.5894,0.25,63.0,15.600014285714284,26.0,75.0,17.986271428571428,79125,9
55.0,19.89442857142857,10125,116.0,19.624571428571425,78.1875,35.0,18.1578,9.5625,59.0,17.5894,0.25,63.0,15.600014285714284,26.0,8
40.0,18.282957142857143,0.0,55.0,19.89442857142857,10125,116.0,19.624571428571425,78.1875,35.0,18.1578,9.5625,59.0,17.5894,0.25,7
45.0,22.197557142857143,27875,40.0,18.282957142857143,0.0,55.0,19.89442857142857,10125,116.0,19.624571428571425,78.1875,35.0,18.1578,9.5625,8
52.0,19.055542857142857,45375,45.0,22.197557142857143,27875,40.0,18.282957142857143,0.0,55.0,19.89442857142857,10125,116.0,19.624571428571425,78.1875,8
79.0,19.980814285714285,1.0,52.0,19.055542857142857,45375,45.0,22.197557142857143,27875,40.0,18.282957142857143,0.0,55.0,19.89442857142857,10125,9
59.0,22.557214285714284,28125,79.0,19.980814285714285,1.0,52.0,19.055542857142857,45375,45.0,22.197557142857143,27875,40.0,18.282957142857143,0.0,8
62.0,21.98037142857143,40.0,59.0,22.557214285714284,28125,79.0,19.980814285714285,1.0,52.0,19.055542857142857,45375,45.0,22.197557142857143,27875,8
44.0,19.117285714285718,8.8125,62.0,21.98037142857143,40.0,59.0,22.557214285714284,28125,79.0,19.980814285714285,1.0,52.0,19.055542857142857,45375,7
70.0,22.665914285714283,48.4375,44.0,19.117285714285718,8.8125,62.0,21.98037142857143,40.0,59.0,22.557214285714284,28125,79.0,19.980814285714285,1.0,9
85.0,21.837342857142858,28.6875,70.0,22.665914285714283,48.4375,44.0,19.117285714285718,8.8125,62.0,21.98037142857143,40.0,59.0,22.557214285714284,28125,9
120.0,23.968442857142858,12.8125,85.0,21.837342857142858,28.6875,70.0,22.665914285714283,48.4375,44.0,19.117285714285718,8.8125,62.0,21.98037142857143,40.0,9
54.0,24.06405714285714,76.8125,120.0,23.968442857142858,12.8125,85.0,21.837342857142858,28.6875,70.0,22.665914285714283,48.4375,44.0,19.117285714285718,8.8125,8
46.0,22.93052857142857,71.5,54.0,24.06405714285714,76.8125,120.0,23.968442857142858,12.8125,85.0,21.837342857142858,28.6875,70.0,22.665914285714283,48.4375,8
101.0,24.447142857142858,99.5625,46.0,22.93052857142857,71.5,54.0,24.06405714285714,76.8125,120.0,23.968442857142858,12.8125,85.0,21.837342857142858,28.6875,9
113.0,23.617242857142852,12625,101.0,24.447142857142858,99.5625,46.0,22.93052857142857,71.5,54.0,24.06405714285714,76.8125,120.0,23.968442857142858,12.8125,9
31.0,24.38152857142857,42875,113.0,23.617242857142852,12625,101.0,24.447142857142858,99.5625,46.0,22.93052857142857,71.5,54.0,24.06405714285714,76.8125,7
144.0,25.600185714285715,25.25,31.0,24.38152857142857,42875,113.0,23.617242857142852,12625,101.0,24.447142857142858,99.5625,46.0,22.93052857142857,71.5,10
50.0,25.667414285714283,38875,144.0,25.600185714285715,25.25,31.0,24.38152857142857,42875,113.0,23.617242857142852,12625,101.0,24.447142857142858,99.5625,8
82.0,23.13187142857143,146.9375,50.0,25.667414285714283,38875,144.0,25.600185714285715,25.25,31.0,24.38152857142857,42875,113.0,23.617242857142852,12625,9
196.0,24.72722857142857,118.3125,82.0,23.13187142857143,146.9375,50.0,25.667414285714283,38875,144.0,25.600185714285715,25.25,31.0,24.38152857142857,42875,10
124.0,25.962857142857143,32.9375,196.0,24.72722857142857,118.3125,82.0,23.13187142857143,146.9375,50.0,25.667414285714283,38875,144.0,25.600185714285715,25.25,10
82.0,23.864571428571427,37875,124.0,25.962857142857143,32.9375,196.0,24.72722857142857,118.3125,82.0,23.13187142857143,146.9375,50.0,25.667414285714283,38875,9
261.0,24.625985714285715,39.0,82.0,23.864571428571427,37875,124.0,25.962857142857143,32.9375,196.0,24.72722857142857,118.3125,82.0,23.13187142857143,146.9375,10
223.0,24.419985714285712,91.5625,261.0,24.625985714285715,39.0,82.0,23.864571428571427,37875,124.0,25.962857142857143,32.9375,196.0,24.72722857142857,118.3125,10
170.0,24.1884,214.0,223.0,24.419985714285712,91.5625,261.0,24.625985714285715,39.0,82.0,23.864571428571427,37875,124.0,25.962857142857143,32.9375,10
69.0,24.143485714285717,51375,170.0,24.1884,214.0,223.0,24.419985714285712,91.5625,261.0,24.625985714285715,39.0,82.0,23.864571428571427,37875,8
195.0,25.415942857142856,9.25,69.0,24.143485714285717,51375,170.0,24.1884,214.0,223.0,24.419985714285712,91.5625,261.0,24.625985714285715,39.0,10
121.0,25.51567142857143,37375,195.0,25.415942857142856,9.25,69.0,24.143485714285717,51375,170.0,24.1884,214.0,223.0,24.419985714285712,91.5625,10
225.0,23.221157142857145,13.6875,121.0,25.51567142857143,37375,195.0,25.415942857142856,9.25,69.0,24.143485714285717,51375,170.0,24.1884,214.0,10
121.0,22.83932857142857,28.8125,225.0,23.221157142857145,13.6875,121.0,25.51567142857143,37375,195.0,25.415942857142856,9.25,69.0,24.143485714285717,51375,10
222.0,23.0805,0.1875,121.0,22.83932857142857,28.8125,225.0,23.221157142857145,13.6875,121.0,25.51567142857143,37375,195.0,25.415942857142856,9.25,10
283.0,21.229214285714285,45625,222.0,23.0805,0.1875,121.0,22.83932857142857,28.8125,225.0,23.221157142857145,13.6875,121.0,25.51567142857143,37375,10
283.0,20.26224285714286,1.9375,283.0,21.229214285714285,45625,222.0,23.0805,0.1875,121.0,22.83932857142857,28.8125,225.0,23.221157142857145,13.6875,10
201.0,20.463114285714287,32625,283.0,20.26224285714286,1.9375,283.0,21.229214285714285,45625,222.0,23.0805,0.1875,121.0,22.83932857142857,28.8125,10
183.0,17.464828571428573,23.6875,201.0,20.463114285714287,32625,283.0,20.26224285714286,1.9375,283.0,21.229214285714285,45625,222.0,23.0805,0.1875,10
252.0,18.32512857142857,15125,183.0,17.464828571428573,23.6875,201.0,20.463114285714287,32625,283.0,20.26224285714286,1.9375,283.0,21.229214285714285,45625,10
199.0,17.375785714285715,22.75,252.0,18.32512857142857,15125,183.0,17.464828571428573,23.6875,201.0,20.463114285714287,32625,283.0,20.26224285714286,1.9375,10
115.0,18.48478571428572,2125,199.0,17.375785714285715,22.75,252.0,18.32512857142857,15125,183.0,17.464828571428573,23.6875,201.0,20.463114285714287,32625,9
72.0,18.685742857142856,149.4375,115.0,18.48478571428572,2125,199.0,17.375785714285715,22.75,252.0,18.32512857142857,15125,183.0,17.464828571428573,23.6875,9
174.0,15.462714285714286,7.0,72.0,18.685742857142856,149.4375,115.0,18.48478571428572,2125,199.0,17.375785714285715,22.75,252.0,18.32512857142857,15125,10
146.0,16.926014285714285,106.25,174.0,15.462714285714286,7.0,72.0,18.685742857142856,149.4375,115.0,18.48478571428572,2125,199.0,17.375785714285715,22.75,10
101.0,14.480842857142855,42875,146.0,16.926014285714285,106.25,174.0,15.462714285714286,7.0,72.0,18.685742857142856,149.4375,115.0,18.48478571428572,2125,9
152.0,16.280185714285714,6625,101.0,14.480842857142855,42875,146.0,16.926014285714285,106.25,174.0,15.462714285714286,7.0,72.0,18.685742857142856,149.4375,10
124.0,18.28297142857143,5.3125,152.0,16.280185714285714,6625,101.0,14.480842857142855,42875,146.0,16.926014285714285,106.25,174.0,15.462714285714286,7.0,10
87.0,14.652528571428572,125,124.0,18.28297142857143,5.3125,152.0,16.280185714285714,6625,101.0,14.480842857142855,42875,146.0,16.926014285714285,106.25,9
52.0,14.121038571428572,6875,87.0,14.652528571428572,125,124.0,18.28297142857143,5.3125,152.0,16.280185714285714,6625,101.0,14.480842857142855,42875,8
195.0,16.44225714285714,8.9375,52.0,14.121038571428572,6875,87.0,14.652528571428572,125,124.0,18.28297142857143,5.3125,152.0,16.280185714285714,6625,10
79.0,16.31472857142857,23.5,195.0,16.44225714285714,8.9375,52.0,14.121038571428572,6875,87.0,14.652528571428572,125,124.0,18.28297142857143,5.3125,9
70.0,19.59502857142857,1625,79.0,16.31472857142857,23.5,195.0,16.44225714285714,8.9375,52.0,14.121038571428572,6875,87.0,14.652528571428572,125,9
63.0,18.516571428571428,5625,70.0,19.59502857142857,1625,79.0,16.31472857142857,23.5,195.0,16.44225714285714,8.9375,52.0,14.121038571428572,6875,8
155.0,19.2278,10.6875,63.0,18.516571428571428,5625,70.0,19.59502857142857,1625,79.0,16.31472857142857,23.5,195.0,16.44225714285714,8.9375,10
115.0,19.296042857142854,44.9375,155.0,19.2278,10.6875,63.0,18.516571428571428,5625,70.0,19.59502857142857,1625,79.0,16.31472857142857,23.5,9
73.0,19.10981428571429,39.5,115.0,19.296042857142854,44.9375,155.0,19.2278,10.6875,63.0,18.516571428571428,5625,70.0,19.59502857142857,1625,9
107.0,19.420885714285717,14.0,73.0,19.10981428571429,39.5,115.0,19.296042857142854,44.9375,155.0,19.2278,10.6875,63.0,18.516571428571428,5625,9
116.0,21.04742857142857,46375,107.0,19.420885714285717,14.0,73.0,19.10981428571429,39.5,115.0,19.296042857142854,44.9375,155.0,19.2278,10.6875,9
145.0,18.6053,30.5625,116.0,21.04742857142857,46375,107.0,19.420885714285717,14.0,73.0,19.10981428571429,39.5,115.0,19.296042857142854,44.9375,10
139.0,20.608685714285716,80.9375,145.0,18.6053,30.5625,116.0,21.04742857142857,46375,107.0,19.420885714285717,14.0,73.0,19.10981428571429,39.5,10
138.0,18.86042857142857,14375,139.0,20.608685714285716,80.9375,145.0,18.6053,30.5625,116.0,21.04742857142857,46375,107.0,19.420885714285717,14.0,10
80.0,21.19304285714286,55375,138.0,18.86042857142857,14375,139.0,20.608685714285716,80.9375,145.0,18.6053,30.5625,116.0,21.04742857142857,46375,9
173.0,22.706685714285715,29625,80.0,21.19304285714286,55375,138.0,18.86042857142857,14375,139.0,20.608685714285716,80.9375,145.0,18.6053,30.5625,10
61.0,19.46237142857143,15125,173.0,22.706685714285715,29625,80.0,21.19304285714286,55375,138.0,18.86042857142857,14375,139.0,20.608685714285716,80.9375,8
65.0,21.508514285714284,60.5,61.0,19.46237142857143,15125,173.0,22.706685714285715,29625,80.0,21.19304285714286,55375,138.0,18.86042857142857,14375,8
56.0,22.57917142857143,29625,65.0,21.508514285714284,60.5,61.0,19.46237142857143,15125,173.0,22.706685714285715,29625,80.0,21.19304285714286,55375,8
166.0,23.183414285714285,9.75,56.0,22.57917142857143,29625,65.0,21.508514285714284,60.5,61.0,19.46237142857143,15125,173.0,22.706685714285715,29625,10
70.0,21.791571428571427,20625,166.0,23.183414285714285,9.75,56.0,22.57917142857143,29625,65.0,21.508514285714284,60.5,61.0,19.46237142857143,15125,9
209.0,24.25971428571429,33.8125,70.0,21.791571428571427,20625,166.0,23.183414285714285,9.75,56.0,22.57917142857143,29625,65.0,21.508514285714284,60.5,10
142.0,23.93407142857143,2.0625,209.0,24.25971428571429,33.8125,70.0,21.791571428571427,20625,166.0,23.183414285714285,9.75,56.0,22.57917142857143,29625,10
6.0,24.347171428571432,2.5,142.0,23.93407142857143,2.0625,209.0,24.25971428571429,33.8125,70.0,21.791571428571427,20625,166.0,23.183414285714285,9.75,4
130.0,24.93697142857143,54.0,6.0,24.347171428571432,2.5,142.0,23.93407142857143,2.0625,209.0,24.25971428571429,33.8125,70.0,21.791571428571427,20625,10
66.0,24.569014285714285,8125,130.0,24.93697142857143,54.0,6.0,24.347171428571432,2.5,142.0,23.93407142857143,2.0625,209.0,24.25971428571429,33.8125,8
167.0,28.1485,1875,66.0,24.569014285714285,8125,130.0,24.93697142857143,54.0,6.0,24.347171428571432,2.5,142.0,23.93407142857143,2.0625,10
199.0,25.96104285714286,19125,167.0,28.1485,1875,66.0,24.569014285714285,8125,130.0,24.93697142857143,54.0,6.0,24.347171428571432,2.5,10
119.0,25.31395714285714,10125,199.0,25.96104285714286,19125,167.0,28.1485,1875,66.0,24.569014285714285,8125,130.0,24.93697142857143,54.0,9
41.0,24.754228571428573,28.3125,119.0,25.31395714285714,10125,199.0,25.96104285714286,19125,167.0,28.1485,1875,66.0,24.569014285714285,8125,7
324.0,24.128885714285712,11625,41.0,24.754228571428573,28.3125,119.0,25.31395714285714,10125,199.0,25.96104285714286,19125,167.0,28.1485,1875,10
426.0,26.19732857142857,7125,324.0,24.128885714285712,11625,41.0,24.754228571428573,28.3125,119.0,25.31395714285714,10125,199.0,25.96104285714286,19125,10
162.0,26.556271428571428,67625,426.0,26.19732857142857,7125,324.0,24.128885714285712,11625,41.0,24.754228571428573,28.3125,119.0,25.31395714285714,10125,10
55.0,25996,86.5,162.0,26.556271428571428,67625,426.0,26.19732857142857,7125,324.0,24.128885714285712,11625,41.0,24.754228571428573,28.3125,8
550.0,23.70992857142857,21.0,55.0,25996,86.5,162.0,26.556271428571428,67625,426.0,26.19732857142857,7125,324.0,24.128885714285712,11625,10
288.0,22.431057142857146,19.3125,550.0,23.70992857142857,21.0,55.0,25996,86.5,162.0,26.556271428571428,67625,426.0,26.19732857142857,7125,10
224.0,21833,36.75,288.0,22.431057142857146,19.3125,550.0,23.70992857142857,21.0,55.0,25996,86.5,162.0,26.556271428571428,67625,10
175.0,22.39744285714286,8.4375,224.0,21833,36.75,288.0,22.431057142857146,19.3125,550.0,23.70992857142857,21.0,55.0,25996,86.5,10
117.0,21.851314285714288,14.9375,175.0,22.39744285714286,8.4375,224.0,21833,36.75,288.0,22.431057142857146,19.3125,550.0,23.70992857142857,21.0,9
130.0,20.495757142857144,3.1875,117.0,21.851314285714288,14.9375,175.0,22.39744285714286,8.4375,224.0,21833,36.75,288.0,22.431057142857146,19.3125,10
153.0,22.499457142857143,15.5,130.0,20.495757142857144,3.1875,117.0,21.851314285714288,14.9375,175.0,22.39744285714286,8.4375,224.0,21833,36.75,10
98.0,19.471885714285715,128375,153.0,22.499457142857143,15.5,130.0,20.495757142857144,3.1875,117.0,21.851314285714288,14.9375,175.0,22.39744285714286,8.4375,9
89.0,19.0299,3.0,98.0,19.471885714285715,128375,153.0,22.499457142857143,15.5,130.0,20.495757142857144,3.1875,117.0,21.851314285714288,14.9375,9
152.0,16.863757142857143,5.4375,89.0,19.0299,3.0,98.0,19.471885714285715,128375,153.0,22.499457142857143,15.5,130.0,20.495757142857144,3.1875,10
86.0,18765,0.5,152.0,16.863757142857143,5.4375,89.0,19.0299,3.0,98.0,19.471885714285715,128375,153.0,22.499457142857143,15.5,9
85.0,15.734914285714286,44.8125,86.0,18765,0.5,152.0,16.863757142857143,5.4375,89.0,19.0299,3.0,98.0,19.471885714285715,128375,9
87.0,17.117514285714286,32625,85.0,15.734914285714286,44.8125,86.0,18765,0.5,152.0,16.863757142857143,5.4375,89.0,19.0299,3.0,9
109.0,15.564785714285714,3875,87.0,17.117514285714286,32625,85.0,15.734914285714286,44.8125,86.0,18765,0.5,152.0,16.863757142857143,5.4375,9
66.0,16.809785714285713,40.5,109.0,15.564785714285714,3875,87.0,17.117514285714286,32625,85.0,15.734914285714286,44.8125,86.0,18765,0.5,8
127.0,16.262028571428573,0.0625,66.0,16.809785714285713,40.5,109.0,15.564785714285714,3875,87.0,17.117514285714286,32625,85.0,15.734914285714286,44.8125,10
119.0,19.471814285714288,0.0,127.0,16.262028571428573,0.0625,66.0,16.809785714285713,40.5,109.0,15.564785714285714,3875,87.0,17.117514285714286,32625,9
52.0,18.374985714285717,19.1875,119.0,19.471814285714288,0.0,127.0,16.262028571428573,0.0625,66.0,16.809785714285713,40.5,109.0,15.564785714285714,3875,8
62.0,18.4124,125,52.0,18.374985714285717,19.1875,119.0,19.471814285714288,0.0,127.0,16.262028571428573,0.0625,66.0,16.809785714285713,40.5,8
53.0,18.51342857142857,4.25,62.0,18.4124,125,52.0,18.374985714285717,19.1875,119.0,19.471814285714288,0.0,127.0,16.262028571428573,0.0625,8
165.0,17.62097142857143,125,53.0,18.51342857142857,4.25,62.0,18.4124,125,52.0,18.374985714285717,19.1875,119.0,19.471814285714288,0.0,10
65.0,16.145485714285716,163875,165.0,17.62097142857143,125,53.0,18.51342857142857,4.25,62.0,18.4124,125,52.0,18.374985714285717,19.1875,8
71.0,17.0006,31.1875,65.0,16.145485714285716,163875,165.0,17.62097142857143,125,53.0,18.51342857142857,4.25,62.0,18.4124,125,9
68.0,18.06124285714285,3875,71.0,17.0006,31.1875,65.0,16.145485714285716,163875,165.0,17.62097142857143,125,53.0,18.51342857142857,4.25,8
152.0,16.551285714285715,1.75,68.0,18.06124285714285,3875,71.0,17.0006,31.1875,65.0,16.145485714285716,163875,165.0,17.62097142857143,125,10
81.0,17.738185714285713,26125,152.0,16.551285714285715,1.75,68.0,18.06124285714285,3875,71.0,17.0006,31.1875,65.0,16.145485714285716,163875,9
61.0,16.777485714285714,41875,81.0,17.738185714285713,26125,152.0,16.551285714285715,1.75,68.0,18.06124285714285,3875,71.0,17.0006,31.1875,8
61.0,17.629185714285715,8375,61.0,16.777485714285714,41875,81.0,17.738185714285713,26125,152.0,16.551285714285715,1.75,68.0,18.06124285714285,3875,8
84.0,18.097285714285714,10875,61.0,17.629185714285715,8375,61.0,16.777485714285714,41875,81.0,17.738185714285713,26125,152.0,16.551285714285715,1.75,9
207.0,18.911185714285715,19375,84.0,18.097285714285714,10875,61.0,17.629185714285715,8375,61.0,16.777485714285714,41875,81.0,17.738185714285713,26125,10
18.0,18.41572857142857,68875,207.0,18.911185714285715,19375,84.0,18.097285714285714,10875,61.0,17.629185714285715,8375,61.0,16.777485714285714,41875,6
90.0,20.827571428571428,55.0625,18.0,18.41572857142857,68875,207.0,18.911185714285715,19375,84.0,18.097285714285714,10875,61.0,17.629185714285715,8375,9
91.0,22.20751428571429,15.9375,90.0,20.827571428571428,55.0625,18.0,18.41572857142857,68875,207.0,18.911185714285715,19375,84.0,18.097285714285714,10875,9
234.0,19.288642857142857,2.75,91.0,22.20751428571429,15.9375,90.0,20.827571428571428,55.0625,18.0,18.41572857142857,68875,207.0,18.911185714285715,19375,10
53.0,19.7811,3.75,234.0,19.288642857142857,2.75,91.0,22.20751428571429,15.9375,90.0,20.827571428571428,55.0625,18.0,18.41572857142857,68875,8
16.0,22.48154285714286,4.25,53.0,19.7811,3.75,234.0,19.288642857142857,2.75,91.0,22.20751428571429,15.9375,90.0,20.827571428571428,55.0625,6
25.0,23.02282857142857,6625,16.0,22.48154285714286,4.25,53.0,19.7811,3.75,234.0,19.288642857142857,2.75,91.0,22.20751428571429,15.9375,7
45.0,23.34201428571429,191375,25.0,23.02282857142857,6625,16.0,22.48154285714286,4.25,53.0,19.7811,3.75,234.0,19.288642857142857,2.75,8
61.0,24.78562857142857,26.75,45.0,23.34201428571429,191375,25.0,23.02282857142857,6625,16.0,22.48154285714286,4.25,53.0,19.7811,3.75,8
70.0,24.00962857142857,21875,61.0,24.78562857142857,26.75,45.0,23.34201428571429,191375,25.0,23.02282857142857,6625,16.0,22.48154285714286,4.25,9
72.0,21.39525714285714,260.6255,70.0,24.00962857142857,21875,61.0,24.78562857142857,26.75,45.0,23.34201428571429,191375,25.0,23.02282857142857,6625,9
8.0,23.65942857142857,47625,72.0,21.39525714285714,260.6255,70.0,24.00962857142857,21875,61.0,24.78562857142857,26.75,45.0,23.34201428571429,191375,5
